Protein_A	Protein_B	Rank_A_in_B_x	Rank_B_in_A_x	Score_A_in_B_x	Score_B_in_A_x	NaRRO_x	ARRO_x	NoRRO_A_x	NoRRO_B_x	NoRRO_x	Rank_LocalCutoff_A_elbow_x	Rank_LocalCutoff_B_elbow_x	Score_LocalCutoff_A_elbow_x	Score_LocalCutoff_B_elbow_x	Rank_LocalCutoff_A_knee_x	Rank_LocalCutoff_B_knee_x	Score_LocalCutoff_A_knee_x	Score_LocalCutoff_B_knee_x	Rank_AB_AboveLocal_A_elbow_x	Rank_BA_AboveLocal_B_elbow_x	Rank_AB_AboveLocal_A_knee_x	Rank_BA_AboveLocal_B_knee_x	Above_Global_Mean_x	Above_Global_Median_x	FD_A_elbow_x	FD_B_elbow_x	FD_A_knee_x	FD_B_knee_x	Rank_A_in_B_y	Rank_B_in_A_y	Score_A_in_B_y	Score_B_in_A_y	NaRRO_y	ARRO_y	NoRRO_A_y	NoRRO_B_y	NoRRO_y	Rank_LocalCutoff_A_elbow_y	Rank_LocalCutoff_B_elbow_y	Score_LocalCutoff_A_elbow_y	Score_LocalCutoff_B_elbow_y	Rank_LocalCutoff_A_knee_y	Rank_LocalCutoff_B_knee_y	Score_LocalCutoff_A_knee_y	Score_LocalCutoff_B_knee_y	Rank_AB_AboveLocal_A_elbow_y	Rank_BA_AboveLocal_B_elbow_y	Rank_AB_AboveLocal_A_knee_y	Rank_BA_AboveLocal_B_knee_y	Above_Global_Mean_y	Above_Global_Median_y	FD_A_elbow_y	FD_B_elbow_y	FD_A_knee_y	FD_B_knee_y	Rank_A_in_B_x	Rank_B_in_A_x	Score_A_in_B_x	Score_B_in_A_x	NaRRO_x	ARRO_x	NoRRO_A_x	NoRRO_B_x	NoRRO_x	Rank_LocalCutoff_A_elbow_x	Rank_LocalCutoff_B_elbow_x	Score_LocalCutoff_A_elbow_x	Score_LocalCutoff_B_elbow_x	Rank_LocalCutoff_A_knee_x	Rank_LocalCutoff_B_knee_x	Score_LocalCutoff_A_knee_x	Score_LocalCutoff_B_knee_x	Rank_AB_AboveLocal_A_elbow_x	Rank_BA_AboveLocal_B_elbow_x	Rank_AB_AboveLocal_A_knee_x	Rank_BA_AboveLocal_B_knee_x	Above_Global_Mean_x	Above_Global_Median_x	FD_A_elbow_x	FD_B_elbow_x	FD_A_knee_x	FD_B_knee_x	Rank_A_in_B_y	Rank_B_in_A_y	Score_A_in_B_y	Score_B_in_A_y	NaRRO_y	ARRO_y	NoRRO_A_y	NoRRO_B_y	NoRRO_y	Rank_LocalCutoff_A_elbow_y	Rank_LocalCutoff_B_elbow_y	Score_LocalCutoff_A_elbow_y	Score_LocalCutoff_B_elbow_y	Rank_LocalCutoff_A_knee_y	Rank_LocalCutoff_B_knee_y	Score_LocalCutoff_A_knee_y	Score_LocalCutoff_B_knee_y	Rank_AB_AboveLocal_A_elbow_y	Rank_BA_AboveLocal_B_elbow_y	Rank_AB_AboveLocal_A_knee_y	Rank_BA_AboveLocal_B_knee_y	Above_Global_Mean_y	Above_Global_Median_y	FD_A_elbow_y	FD_B_elbow_y	FD_A_knee_y	FD_B_knee_y	label
P64461	P0A9S1	3167	2382	0.12099673	0.12099673	1.3246184039301957e-07	2.608947744333812	1.4008838383838382	1.862358371800252	2.608947744333812	737	615	0.26486957	0.27375662	4374	4276	0.03837093	0.06549625	0	0	1	1	0	0	-0.5431837262392958	-0.5580135011894872	2.153343690132087	0.8473840868752026	3415	3290	8e-06	8e-06	8.895170064977439e-08	1.7519788195326549	1.2991803278688523	1.3485262838043148	1.7519788195326549	685	702	0.988464	0.985348	2012	2051	0.015155	0.022123	0	0	0	0	0	0	-0.9999919066349406	-0.9999918810410128	-0.9994721214120752	-0.9996383853907698	138	647	0.829576	0.829576	1.1102229327648993e-05	215.52575717204013	31.6978417266187	6.799382716049382	215.5257571720401	2139	1492	0.635876	0.099511	3611	4405	0.0472589999999999	0.0	1	1	1	1	1	1	0.3046191395806729	7.336525610234044	16.553820436319008	0.0	4421	4383	0.0	0.0	5.158348932180504e-08	1.015980358657938	1.003618272274989	1.0123175182481752	1.015980358657938	415	423	0.034137	0.3261739999999999	4256	4259	0.0	0.0	0	0	0	0	0	0	-1.0	-1.0	0.0	0.0	0
P30126	P76129	574	3061	0.35307664	0.35307664	5.679720557748559e-07	11.18668900690086	7.718260869565217	1.449379490529066	11.18668900690086	1443	655	0.604698	0.336906	4117	4296	0.19456914	0.05574595	0	1	1	1	1	1	-0.4161107858798937	0.0479974829774477	0.8146589947408925	5.333673387932217	654	404	0.998788	0.998788	3.7696729808689096e-06	74.24689096220902	6.77557251908397	10.958024691358023	74.24689096220904	675	875	0.98378	0.991549	2043	2311	0.028272	0.012398	1	1	1	1	1	1	0.0152554432901665	0.0073006982004922	34.3278155065082	79.56041296983383	615	1437	0.718545	0.718545	1.1289128118057186e-06	21.91539927388328	7.152597402597402	3.0639777468706537	21.91539927388328	2037	90	0.593551	0.986213	3710	1842	0.0812809999999999	0.0865799999999999	1	0	1	1	1	1	0.2105867903516293	-0.2714099286868049	7.840257870843126	7.29920304920305	88	166	1.2271	1.2271	6.728116800107649e-05	1325.1593890869945	49.86516853932584	26.5748502994012	1325.159389086995	425	413	0.388446	0.281406	4259	4254	0.0	0.0	1	1	1	1	1	1	2.158997647034594	3.3606035407915966	0.0	0.0	0
P23878	P0A8I3	1949	4425	0.09499079	0.09499079	1.1586545703129528e-07	2.2820679666770944	2.275897435897436	1.0027112516945322	2.2820679666770944	201	684	0.9203198	0.22989726	2694	4358	0.6291435000000001	0.01083846	0	0	0	1	0	0	-0.8967850197290116	-0.5868119959324439	-0.8490157015053005	7.764233110607966	36	215	1.0	1.0	0.0001251251251251	2464.444944944945	119.94594594594597	20.546296296296298	2464.4449449449453	1124	1397	0.997326	0.987476	4009	4057	0.0	0.0	1	1	1	1	1	1	0.0026811694471015	0.0126828398867415	0.0	0.0	389	109	0.961168	0.961168	2.331002331002331e-05	452.5136596736597	11.297435897435898	40.054545454545455	452.5136596736597	1449	592	0.681483	0.92109	3218	2473	0.058332	0.075735	1	1	1	1	1	1	0.4104064224639501	0.0435114918194748	15.477542343825	11.691199577474087	19	103	4.02902	4.02902	0.0004807692307692	9469.155769230769	221.9	42.67307692307693	9469.15576923077	442	429	0.843563	0.127426	4267	4262	0.0	0.0	1	1	1	1	1	1	3.776193360780405	30.61850799679814	0.0	0.0	0
P21170	P56258	217	3405	0.4148479	0.4148479	1.3467868359667504e-06	26.52610342245471	20.357798165137616	1.3029947152084556	26.526103422454707	510	575	0.69241905	0.25993693	4023	4283	0.32722852	0.063148335	0	1	1	1	1	1	-0.4008716253546172	0.5959559882468414	0.2677620520362956	5.569419447084393	41	1187	1.0	1.0	2.0041686708353376e-05	394.7379349046016	105.66666666666669	3.735690235690236	394.7379349046016	2696	481	0.996048	0.991723	4024	1882	3e-05	0.019823	1	1	1	1	1	1	0.0039676802724367	0.0083460805083678	33332.333333333336	49.44645109216567	3323	3870	0.0002319999999999	0.0002319999999999	7.771696166470975e-08	1.5087066312152977	1.325511432009627	1.13820718160682	1.5087066312152977	659	2139	0.932863	0.083125	2458	4405	0.077246	0.0	0	0	0	1	0	0	-0.9997513032460286	-0.997209022556391	-0.9969966082386144	0.0	2588	3604	0.0125264	0.0125264	1.0714272321445313e-07	2.110266362167047	1.7141753572808032	1.2310679611650486	2.110266362167047	418	422	0.67542	0.345778	4256	4258	0.0	0.0	0	0	1	1	0	0	-0.9814539101596044	-0.9637732880634396	0.0	0.0	0
P23845	P0ADY3	1368	3004	0.21360078	0.21360078	2.430815939832444e-07	4.78769715436532	3.241782322863404	1.4768718801996672	4.787697154365319	789	625	0.7568714	0.2986335	2249	4305	0.30429792	0.07451732	0	0	0	1	0	1	-0.7177845800488696	-0.2847393879119389	-0.2980537625758336	1.866458160331048	951	1366	0.984667	0.984667	7.684127052430336e-07	15.134536770084772	4.661764705882353	3.246525237746891	15.134536770084772	1345	907	0.986298	0.989009	4053	2400	0.0	0.024547	0	0	1	1	1	1	-0.0016536584277774	-0.0043902532737316	0.0	39.11353729579989	4115	2999	0.0002569999999999	0.0002569999999999	8.098477486232588e-08	1.5721441528992548	1.0704567541302237	1.4686666666666668	1.572144152899255	182	1317	0.961984	0.624553	1652	3073	0.049221	0.063661	0	0	0	0	0	0	-0.9997328437895018	-0.9995885056992762	-0.994778651388635	-0.9959629914704452	273	667	0.1033289999999999	0.1033289999999999	5.463525503737052e-06	107.60874601162638	16.197080291970803	6.6437125748503	107.60874601162638	433	421	0.2434239999999999	0.0588436	4264	4259	0.0	0.0	0	1	1	1	0	1	-0.5755184369659524	0.755993854896709	0.0	0.0	0
P30147	P11988	2948	3520	0.12471144	0.12471144	9.630729887015169e-08	1.8968535346078832	1.5049169209901665	1.260437375745527	1.896853534607884	1090	612	0.2735750999999999	0.29061294	4437	4303	0.017131208	0.0562303959999999	0	0	1	1	0	0	-0.5441418462425855	-0.5708675601299791	6.279780853749484	1.2178652271984716	405	320	0.999923	0.999923	7.673066003713763e-06	151.12751101084973	10.93103448275862	13.825545171339565	151.12751101084973	784	603	0.99305	0.998208	2114	1894	0.00748	0.001814	1	1	1	1	1	1	0.0069211016565127	0.0017180787972046	132.67954545454546	550.2254685777287	1465	3486	0.092372	0.092372	1.9562037284460585e-07	3.7975462162911855	3.0054570259208733	1.2635503297963866	3.797546216291187	1517	159	0.640735	0.969518	3604	1581	0.058824	0.068589	0	0	1	1	0	0	-0.8558343152785473	-0.9047237905845996	0.5703114375085001	0.346746562859934	135	355	0.623347	0.623347	2.065432914738929e-05	406.8044448116325	32.63235294117647	12.46629213483146	406.80444481163255	422	432	0.507692	0.11589	4259	4263	0.0	0.0	1	1	1	1	1	1	0.2278054410942066	4.378781603244455	0.0	0.0	0
P23836	P76180	2964	4321	0.084602624	0.084602624	7.803519855666096e-08	1.5369690972810195	1.496795952782462	1.026839426191578	1.5369690972810195	861	590	0.25675523	0.23668447	4437	4323	0.04642213	0.025055602	0	0	1	1	0	0	-0.6704930840162437	-0.6425510131695586	0.8224632088187251	2.3765951422759666	2731	2660	0.001673	0.001673	1.3755438212497312e-07	2.7092496518498588	1.6244509516837482	1.667794062382563	2.7092496518498588	741	873	0.971866	0.989473	2172	2325	0.017787	0.015798	0	0	0	0	0	0	-0.9982785692677796	-0.99830920095849	-0.9059425423061788	-0.8941005190530447	3091	1039	0.4289239999999999	0.4289239999999999	3.109762165389591e-07	6.0369302915713	1.42496765847348	4.236538461538461	6.0369302915713	1758	2616	0.201877	0.559455	4405	4112	0.0	0.0066159999999999	1	0	1	1	1	1	1.1246798793324646	-0.2333181399755119	0.0	63.831318016928655	902	3448	0.0315437	0.0315437	3.2108428879990573e-07	6.32402606305389	4.914728682170543	1.2867497825456655	6.324026063053891	420	423	0.742152	0.145609	4259	4259	0.0	0.0	0	0	1	1	0	1	-0.9574969817503692	-0.7833670995611535	0.0	0.0	0
P23836	P39380	1776	3859	0.10798269	0.10798269	1.457891713635078e-07	2.8714407760649165	2.497467642093416	1.149740932642487	2.8714407760649165	861	561	0.25675523	0.20831497	4437	4315	0.04642213	0.023362987	0	0	1	1	0	0	-0.5794333381251864	-0.4816373974467605	1.3261037354382492	3.6219556600361074	1171	199	0.998895	0.998895	4.266211604095563e-06	84.026638225256	3.786689419795222	22.19	84.02663822525597	741	2447	0.971866	0.95712	2172	3783	0.017787	0.00404	1	1	1	1	1	1	0.0278114472571322	0.0436465646940822	55.15871141845168	246.2512376237624	3472	1826	0.186909	0.186909	1.576001655432139e-07	3.059466167263262	1.2686438237834723	2.4116037219485498	3.0594661672632624	1758	2415	0.201877	0.617801	4405	3916	0.0	0.013761	0	0	1	1	0	1	-0.0741441570857502	-0.6974608328571822	0.0	12.582515805537389	403	2838	0.0738692	0.0738692	8.718730273872755e-07	17.17227513522751	10.985148514851486	1.5632264882000706	17.172275135227512	420	410	0.742152	0.0686498999999999	4259	4254	0.0	0.0	0	1	1	1	0	1	-0.9004662117733295	0.0760277873674981	0.0	0.0	0
P30147	P0AEN4	2100	2043	0.17804998	0.17804998	2.3285901504362385e-07	4.586354834292868	2.1123274631128037	2.171232876712329	4.586354834292868	1090	1084	0.2735750999999999	0.3027998	4437	4437	0.017131208	0.010681728	0	0	1	1	0	0	-0.3491732983009052	-0.4119877886313003	9.39331143489706	15.668649491917412	203	262	0.999968	0.999968	1.863863416088869e-05	367.1036308059346	21.75490196078432	16.874524714828897	367.1036308059346	784	862	0.99305	0.973441	2114	2462	0.00748	0.02401	1	1	1	1	1	1	0.0069664165953376	0.0272507527420769	132.6855614973262	40.64798000832987	2401	2068	0.509192	0.509192	2.0121785092091374e-07	3.906209140200147	1.8343047460449624	2.1295311744804253	3.906209140200147	1517	2362	0.640735	0.518181	3604	3754	0.058824	0.049895	0	0	1	1	1	1	-0.2053001630939468	-0.0173472203728041	7.656194750441996	9.205271069245414	3415	3704	0.0	0.0	7.901215839093319e-08	1.5562111457711114	1.2991803278688523	1.1978407557354926	1.5562111457711114	422	409	0.507692	0.033503	4259	4253	0.0	0.0	0	0	1	1	0	0	-1.0	-1.0	0.0	0.0	0
P23827	P39838	3797	3899	0.060305182	0.060305182	6.75119158531481e-08	1.3297041627847317	1.1685097419694577	1.137948717948718	1.3297041627847317	506	590	0.20133221	0.17751324	4264	4287	0.03632888	0.03783906	0	0	1	1	0	0	-0.700469279108395	-0.6602778361771775	0.65997911303624	0.5937283325748578	3882	4154	0.0	0.0	6.198142850457719e-08	1.2207765467233052	1.1429307236672674	1.0681107099879663	1.2207765467233052	672	279	0.975744	0.99912	2100	1491	0.042486	0.010545	0	0	0	0	0	0	-1.0	-1.0	-1.0	-1.0	1394	871	0.743054	0.743054	8.220709611653678e-07	15.958728749465651	3.1584229390681005	5.052752293577982	15.958728749465656	1515	878	0.632826	0.942519	3145	2616	0.033516	0.051334	1	0	1	1	1	1	0.1741837408703182	-0.2116296859798052	21.170127700202887	13.47488993649433	523	96	0.150631	0.150631	1.967419532541119e-05	387.499881954828	8.469465648854962	45.75257731958762	387.499881954828	407	424	0.0227743	0.174009	4253	4259	0.0	0.000451949	1	0	1	1	0	1	5.614078149493069	-0.1343493727335943	0.0	332.29203073798146	0
P0A9N4	P0A6Z1	1966	3780	0.29718062	0.29718062	1.344587169384503e-07	2.6482779132598746	2.256227758007117	1.1737635546151812	2.648277913259875	538	726	0.8207938	0.39014876	3863	4179	0.28026828	0.1183459759999999	0	0	1	1	1	1	-0.6379351062349643	-0.2382889541927545	0.0603433966911989	1.5111172347761113	1643	1732	0.808049	0.808049	3.509939446524669e-07	6.913121978819621	2.699513381995134	2.560877091748413	6.91312197881962	1345	1322	0.9369	0.910692	3058	3021	0.08079	0.033205	0	0	1	1	1	1	-0.1375290852812466	-0.1127087972662547	9.001844287659363	23.335160367414545	1106	2546	0.152531	0.152531	3.546691663749513e-07	6.885134361093643	3.9801264679313455	1.7298782881821753	6.885134361093644	2595	164	0.142012	0.964546	4405	1444	0.0	0.045827	1	0	1	1	0	0	0.0740712052502605	-0.8418623891447375	0.0	2.328409016518646	2899	2785	0.0232287999999999	0.0232287999999999	1.2377156719558382e-07	2.4377854791197366	1.5303448275862068	1.5929648241206031	2.4377854791197366	420	416	0.3029409999999999	0.661615	4259	4257	0.0	0.0	0	0	1	1	0	1	-0.9233223631004056	-0.964890759731868	0.0	0.0	0
P63284	P69922	1763	3635	0.12750107	0.12750107	1.5591128273825114e-07	3.070804302652487	2.515873015873016	1.2205720572057206	3.0708043026524874	830	595	0.36113107	0.24470226	4314	4294	0.058060598	0.03179391	0	0	1	1	0	0	-0.6469396277645122	-0.4789542605777323	1.1959999447473828	3.0102356080142387	2411	2103	0.478952	0.478952	1.970502367755645e-07	3.881070723694582	1.8399668325041456	2.109315589353612	3.881070723694581	1347	346	0.979336	0.999998	2856	3111	0.0260279999999999	0.005072	0	0	1	1	1	1	-0.5109421077137979	-0.5210470420940841	17.40141386199478	93.43059936908516	1151	2199	0.067229	0.067229	3.945707070707072e-07	7.659736426767675	3.824652777777777	2.002727272727273	7.659736426767676	820	1214	0.955416	0.0562419999999999	2382	4405	0.032309	0.0	0	1	1	1	0	0	-0.9296337930283772	0.1953522278724086	1.0808133956482715	0.0	479	1439	0.17067	0.17067	1.4467592592592592e-06	28.49514467592592	9.245833333333334	3.0819444444444444	28.495144675925925	420	436	0.89984	0.211614	4258	4265	0.00154874	0.0	0	0	1	1	1	1	-0.8103329480796586	-0.1934843630383622	109.19925875227604	0.0	0
P23305	P76086	4281	4061	0.05249347	0.05249347	5.7492794428074336e-08	1.132369110179421	1.0364315740308268	1.092565238798621	1.132369110179421	521	901	0.18371873	0.54841334	4286	1991	0.042036794	0.2523811	0	0	1	0	0	0	-0.714272627510543	-0.9042811941810168	0.2487505588556538	-0.792007127316586	2479	1172	0.021793	0.021793	3.437560157302753e-07	6.770564859885047	1.789516129032258	3.783461210571185	6.770564859885047	220	1038	0.9968	0.989588	1289	2594	0.009348	0.012907	0	0	1	1	0	0	-0.9781370385232744	-0.9779777038525124	1.33130081300813	0.688463624389866	100	391	0.950194	0.950194	2.5257627803596685e-05	490.3221863002627	43.62376237623762	11.239795918367347	490.3221863002627	1509	2807	0.816712	0.0641809999999999	3121	4405	0.06066	0.0	1	1	1	1	1	1	0.1634382744468063	13.804911110764872	14.664259808770192	0.0	2622	2576	0.0138702	0.0138702	1.4794057108906898e-07	2.913814409441212	1.6919557758292032	1.7221575475358943	2.913814409441212	431	424	0.101372	1.1817	4264	4259	0.0	0.0	0	0	1	1	0	0	-0.8631752357653001	-0.9882625031733944	0.0	0.0	0
P23305	P23862	3695	680	0.16322249	0.16322249	3.9730215941669684e-07	7.825201352734392	1.2007575757575757	6.516886930983847	7.825201352734392	521	1658	0.18371873	0.31061846	4286	4313	0.042036794	0.11303395	0	0	1	1	0	0	-0.1115631487328483	-0.4745241799215667	2.882848201982292	0.4440129713241022	1367	621	0.695489	0.695489	1.1752317557022245e-06	23.147181324157128	3.244152046783626	7.135048231511254	23.147181324157124	220	805	0.9968	0.97984	1289	2246	0.009348	0.03526	0	0	1	1	1	1	-0.302278290529695	-0.2902014614630959	73.39976465554129	18.72458876914351	1438	1503	0.817675	0.817675	4.620525483122145e-07	8.969750343767094	3.06184850590688	2.929521276595745	8.969750343767096	1509	2774	0.816712	0.6527970000000001	3121	4105	0.06066	0.006728	1	1	1	1	1	1	0.0011791182203763	0.2525716264014693	12.479640619848334	120.53314506539834	1272	186	0.55679	0.55679	4.200780505017832e-06	82.73791750507245	3.4862529457973293	23.732620320855617	82.73791750507245	431	424	0.101372	2.0883700000000003	4264	4261	0.0	0.0	1	0	1	1	1	1	4.492542319378132	-0.7333853675354464	0.0	0.0	0
P23305	P0C8J8	3905	2619	0.07794224	0.07794224	9.77161774994821e-08	1.9246025883061095	1.136200716845878	1.6938931297709925	1.9246025883061095	521	613	0.18371873	0.28893033	4286	4297	0.042036794	0.054283038	0	0	1	1	0	0	-0.5757523470796908	-0.7302386357292431	0.8541433012232091	0.4358488926135637	4427	3896	0.0	0.0	5.79511397714268e-08	1.141396608560218	1.0022583559168925	1.1388247369771618	1.1413966085602176	220	696	0.9968	0.991594	1289	2033	0.009348	0.017102	0	0	0	0	0	0	-1.0	-1.0	-1.0	-1.0	207	1238	0.8537020000000001	0.8537020000000001	3.880300490469982e-06	75.32763705221332	21.18269230769231	3.556093623890234	75.32763705221333	1509	1362	0.816712	0.096311	3121	4405	0.06066	0.0	1	1	1	1	1	1	0.045291363418194	7.864013456406848	13.073557533794922	0.0	2461	2534	0.0143769	0.0143769	1.6022636781244544e-07	3.155793545120546	1.802599512591389	1.75069033530572	3.155793545120546	431	428	0.101372	0.226294	4264	4262	0.0	0.0	0	0	1	1	0	0	-0.8581768141104053	-0.9364680459932654	0.0	0.0	0
P30147	P0A955	661	1419	0.22504862	0.22504862	1.0637845198076677e-06	20.95213395174673	6.7039274924471295	3.125352112676056	20.95213395174673	1090	680	0.2735750999999999	0.2222323	4437	4398	0.017131208	0.016051559	0	1	1	1	0	1	-0.1773790085428095	0.0126728652855593	12.136763035041076	13.02035901933264	3711	3112	9e-06	9e-06	8.653920710701508e-08	1.70446272306346	1.1955818965517242	1.425634436235143	1.7044627230634604	784	510	0.99305	0.985856	2114	1945	0.00748	0.037639	0	0	0	0	0	0	-0.999990937012235	-0.999990870877694	-0.9987967914438504	-0.9997608863147268	1248	2625	0.360072	0.360072	3.048897610091119e-07	5.918774928549084	3.5276220976781425	1.6778370144706778	5.918774928549085	1517	1927	0.640735	0.1608359999999999	3604	4405	0.058824	0.0	0	1	1	1	1	1	-0.4380328841096553	1.2387525180929646	5.121175030599756	0.0	3349	2752	0.00644175	0.00644175	1.0842988110663536e-07	2.1356180232148376	1.324776119402985	1.61205957137668	2.1356180232148376	422	433	0.507692	0.474195	4259	4262	0.0	0.0	0	0	1	1	0	0	-0.987311696855574	-0.9864153987283713	0.0	0.0	0
P0A9N8	P00805	367	759	0.5537595000000001	0.5537595000000001	3.5755148741418766e-06	70.42278318077803	12.059782608695652	5.839473684210526	70.42278318077804	1416	820	0.35892692	0.3897024	4327	4294	0.07366399	0.07682322	1	1	1	1	1	1	0.5428196358189018	0.4209804712519091	6.517370427531825	6.208230792721265	2381	3229	0.000414	0.000414	1.2997377129295308e-07	2.5599431234776824	1.8631402183039465	1.3739938080495355	2.559943123477683	1196	428	0.985902	0.993715	4040	1816	1e-06	0.014019	0	0	1	0	0	0	-0.99958007996738	-0.9995833815530608	413.0	-0.9704686496897068	635	266	0.867828	0.867828	5.888865333427555e-06	114.31957694391444	6.927672955974843	16.50187265917603	114.31957694391444	2599	947	0.561937	0.8045640000000001	4129	2979	0.031527	0.0691789999999999	1	1	1	1	1	1	0.5443510571469756	0.078631407818396	26.526501094300126	11.544673961751402	1240	2356	0.0301724	0.0301724	3.41876017294824e-07	6.733536703980156	3.5761482675261886	1.8829019940602465	6.733536703980156	428	422	0.541131	0.401633	4262	4258	0.0	0.0	0	0	1	1	0	1	-0.944241967287034	-0.9248756949752636	0.0	0.0	0
P63386	P33346	3224	3690	0.1142695	0.1142695	8.400908138169737e-08	1.6546297614772156	1.376124031007752	1.2023841777296125	1.6546297614772156	777	731	0.7752161	0.31495783	2394	4362	0.28475878	0.040261704	0	0	0	1	0	0	-0.8525965856488275	-0.6371911122196898	-0.5987147437561012	1.8381684987798823	3979	3458	1e-06	1e-06	7.26384161338639e-08	1.4306749125796665	1.1150753768844222	1.2830297773923098	1.430674912579666	537	1142	0.995906	0.991196	1894	2677	0.013806	0.014147	0	0	0	0	0	0	-0.9999989958891702	-0.9999989911178012	-0.999927567724178	-0.9999293136353998	2655	4114	0.000459	0.000459	9.149599613520913e-08	1.7761967676294486	1.6588855421686746	1.0707168894289187	1.7761967676294486	922	1174	0.753612	0.079077	3116	4405	0.085742	0.0	0	0	0	1	0	0	-0.999390933265394	-0.9941955309381996	-0.9946467308903454	0.0	7	173	2.82073	2.82073	0.0007183908045977	14149.313218390804	554.75	25.50574712643678	14149.313218390804	465	418	0.573465	0.203474	4284	4256	0.0	0.000792483	1	1	1	1	1	1	3.9187483107077146	12.862852256307931	0.0	3558.3571092376737	0
P63746	P0A955	1466	2313	0.14013726	0.14013726	2.945822205489953e-07	5.802045461106604	3.025221540558964	1.9178910976663783	5.802045461106604	995	680	0.2982324	0.2222323	4437	4398	0.007936522	0.016051559	0	0	1	1	0	0	-0.5301071915727466	-0.3694109272144507	16.65726347132913	7.730445435237788	1020	1612	0.7005399999999999	0.7005399999999999	6.072113635963429e-07	11.959540292420847	4.346718903036239	2.751394916305021	11.959540292420847	996	510	0.991938	0.985856	2501	1945	0.006	0.037639	0	0	1	1	1	1	-0.2937663442674844	-0.289409406647624	115.75666666666665	17.612077897925023	851	1310	0.533626	0.533626	8.95277589769484e-07	17.379877024670268	5.171361502347418	3.360793287566743	17.37987702467027	2015	1927	0.3949	0.1608359999999999	3232	4405	0.096697	0.0	1	1	1	1	1	1	0.3512939984806282	2.3178268546842755	4.518537286575592	0.0	3408	2102	0.00600601	0.00600601	1.394869975102966e-07	2.7473141429911903	1.3018480492813145	2.1103185924869234	2.7473141429911903	413	433	0.040421	0.474195	4255	4262	0.0	0.0	0	0	1	1	0	0	-0.8514136216323198	-0.9873343033983908	0.0	0.0	0
P63746	Q46839	2804	3380	0.0559112359999999	0.0559112359999999	1.0544402214113577e-07	2.076809010824356	1.582174688057041	1.3126293995859213	2.076809010824356	995	581	0.2982324	0.24645856	4437	4335	0.007936522	0.018800082	0	0	1	1	0	0	-0.8125246083255877	-0.7731414319713626	6.044803252608636	1.9739889432397155	2898	2886	0.000524	0.000524	1.1948269251379997e-07	2.353312472451772	1.530872714729217	1.5372358850017318	2.3533124724517718	996	288	0.991938	0.999346	2501	1580	0.006	0.029026	0	0	0	0	0	0	-0.999471741177372	-0.9994756570797302	-0.9126666666666666	-0.9819472197340317	1892	4307	0.000121	0.000121	1.2262349534840034e-07	2.380469804945258	2.327522451135763	1.022748375116063	2.380469804945258	2015	625	0.3949	0.03201	3232	4405	0.096697	0.0	0	0	0	1	0	0	-0.9996935933147632	-0.9962199312714776	-0.9987486685212572	0.0	3362	1708	0.00937902	0.00937902	1.7399271701285128e-07	3.4269334114212646	1.3196550698780851	2.5968402574605034	3.426933411421265	413	431	0.040421	0.172813	4255	4263	0.0	0.0	0	0	1	1	0	0	-0.7679666509982435	-0.9457273469009856	0.0	0.0	0
P64423	P0A6I0	3670	4256	0.0472868829999999	0.0472868829999999	6.398997865742243e-08	1.2603366371999212	1.2089348951239445	1.042518205308903	1.2603366371999216	547	793	0.19553827	0.8426062	4301	2106	0.044152867	0.13845722	0	0	1	0	0	0	-0.7581706997816846	-0.9438802099960812	0.0709810305183578	-0.6584729709292155	3367	3953	2.3e-05	2.3e-05	7.509158169303284e-08	1.4789920787392303	1.3176959619952493	1.122407688416793	1.47899207873923	1129	747	0.966707	0.985906	2739	2161	0.0266199999999999	0.0397649999999999	0	0	0	0	0	0	-0.999976207889257	-0.9999766712039484	-0.9991359879789632	-0.9994216019112284	2157	1284	0.535732	0.535732	3.606163654918988e-07	7.00058636221029	2.041705282669138	3.428793774319066	7.0005863622102895	2773	1600	0.094578	0.687078	4405	3371	0.0	0.055531	1	0	1	1	1	1	4.664446277146905	-0.2202748450685366	0.0	8.647440168554501	1229	1396	0.0457368	0.0457368	5.819671654125274e-07	11.462334503087336	3.608130081300813	3.17680744452398	11.462334503087336	440	427	0.650359	0.390743	4265	4260	0.0	0.0	0	0	1	1	0	1	-0.929674533603748	-0.8829491507205502	0.0	0.0	0
P30147	P00946	1581	3530	0.12432079	0.12432079	1.7901763001423905e-07	3.5259033140101708	2.8053097345132745	1.2568677428490511	3.5259033140101708	1090	533	0.2735750999999999	0.23249198	4437	4295	0.017131208	0.028206514	0	0	1	1	0	0	-0.5455697905255265	-0.4652684793686216	6.256977441404015	3.40752054649504	1926	1453	0.481141	0.481141	3.569060245023124e-07	7.029565381257724	2.303061754021796	3.052269601100413	7.029565381257724	784	1162	0.99305	0.985303	2114	2709	0.00748	0.014878	0	0	1	1	1	1	-0.5154916670862494	-0.5116821931933628	63.32366310160428	31.339091275709094	2014	3281	0.150807	0.150807	1.5121204010748152e-07	2.935454535831961	2.1866004962779155	1.3424741011578307	2.935454535831961	1517	195	0.640735	0.952794	3604	2150	0.058824	0.114738	0	0	1	1	0	0	-0.7646343652211913	-0.8417212954741529	1.5636984904120763	0.3143596715996443	2650	2076	0.0124011	0.0124011	1.8161586174819437e-07	3.577077680918003	1.6740852508487365	2.136735676456428	3.577077680918003	422	429	0.507692	0.0896176	4259	4263	0.0	0.0	0	0	1	1	0	0	-0.9755735761051976	-0.8616220474549642	0.0	0.0	0
